EmpID,Age,MaritalStatus,JobRole,Attrition,BusinessTravel,HourlyRate,DailyRate,MonthlyIncome,YearlyIncome,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
511,54,Married,Human Resources,No,Travel_Rarely,88,397,10725,128700,Human Resources,19,4,Medical,3,Male,3,3,2,2,No,15,3,3,80,1,16,1,4,9,7,7,1
512,36,Divorced,Manufacturing Director,No,Travel_Rarely,48,913,8847,106164,Research & Development,9,2,Medical,2,Male,2,2,2,2,Yes,11,3,3,80,1,13,2,3,3,2,0,2
513,27,Single,Research Scientist,No,Travel_Rarely,54,1115,2045,24540,Research & Development,3,4,Medical,1,Male,2,1,4,0,No,13,3,4,80,0,5,0,3,4,2,1,1
514,20,Single,Research Scientist,Yes,Travel_Rarely,32,1362,1009,12108,Research & Development,10,1,Medical,4,Male,3,1,3,1,Yes,11,3,4,80,0,1,5,3,1,0,1,1
515,33,Single,Research Scientist,Yes,Travel_Frequently,70,1076,3348,40176,Research & Development,3,3,Life Sciences,1,Male,3,1,1,1,Yes,11,3,1,80,0,10,3,3,10,8,9,7
516,35,Married,Laboratory Technician,No,Non-Travel,41,727,1281,15372,Research & Development,3,3,Life Sciences,3,Male,2,1,3,1,No,18,3,3,80,2,1,3,3,1,0,0,0
517,23,Married,Research Scientist,No,Travel_Rarely,58,885,2819,33828,Research & Development,4,3,Medical,1,Male,4,1,1,2,No,16,3,1,80,1,5,3,4,3,2,0,2
518,25,Married,Sales Executive,No,Travel_Rarely,57,810,4851,58212,Sales,8,3,Life Sciences,4,Male,4,2,2,0,No,22,4,3,80,1,4,4,3,3,2,1,2
519,38,Single,Sales Executive,No,Travel_Rarely,46,243,4028,48336,Sales,7,4,Marketing,4,Female,2,2,4,0,No,20,4,1,80,0,8,2,3,7,7,0,5
520,29,Divorced,Research Scientist,No,Travel_Frequently,76,806,2720,32640,Research & Development,1,4,Life Sciences,2,Male,1,1,4,1,No,18,3,4,80,1,10,5,3,10,7,2,8
521,48,Married,Sales Executive,No,Travel_Rarely,56,817,8120,97440,Sales,2,1,Marketing,2,Male,4,2,2,3,No,12,3,4,80,0,12,3,3,2,2,2,2
522,27,Divorced,Sales Executive,No,Travel_Frequently,71,1410,4647,55764,Sales,3,1,Medical,4,Female,4,2,4,1,Yes,20,4,2,80,2,6,3,3,6,5,0,4
523,37,Single,Research Scientist,No,Travel_Rarely,80,1225,4680,56160,Research & Development,10,2,Life Sciences,4,Male,4,1,4,3,No,17,3,1,80,0,4,2,3,1,0,0,0
524,50,Married,Laboratory Technician,No,Travel_Rarely,74,1207,3221,38652,Research & Development,28,1,Medical,4,Male,4,1,3,1,Yes,11,3,3,80,3,20,3,3,20,8,3,8
525,34,Single,Healthcare Representative,No,Travel_Rarely,46,1442,8621,103452,Research & Development,9,3,Medical,4,Female,2,3,2,1,No,14,3,2,80,0,9,3,4,8,7,7,7
526,24,Single,Sales Executive,Yes,Travel_Rarely,65,693,4577,54924,Sales,3,2,Life Sciences,1,Female,3,2,3,9,No,14,3,1,80,0,4,3,3,2,2,2,0
527,39,Single,Healthcare Representative,No,Travel_Rarely,80,408,4553,54636,Research & Development,2,4,Technical Degree,4,Female,2,2,3,1,No,11,3,1,80,0,20,4,3,20,7,11,10
528,32,Single,Sales Executive,No,Travel_Rarely,55,929,5396,64752,Sales,10,3,Marketing,4,Male,3,2,4,1,No,12,3,4,80,0,10,2,2,10,7,0,8
529,50,Married,Sales Executive,Yes,Travel_Frequently,50,562,6796,81552,Sales,8,2,Technical Degree,2,Male,3,2,3,3,Yes,14,3,1,80,1,18,4,3,4,3,1,3
530,38,Single,Healthcare Representative,No,Travel_Rarely,33,827,7625,91500,Research & Development,1,4,Life Sciences,2,Female,4,2,4,0,No,13,3,3,80,0,10,4,2,9,7,1,8
531,27,Married,Manufacturing Director,No,Travel_Rarely,68,608,7412,88944,Research & Development,1,2,Life Sciences,3,Female,3,3,1,1,No,11,3,4,80,0,9,3,3,9,7,0,7
532,32,Single,Research Director,No,Travel_Rarely,39,1018,11159,133908,Research & Development,3,2,Life Sciences,3,Female,3,3,4,3,No,15,3,4,80,0,10,6,3,7,7,7,7
533,47,Single,Sales Executive,No,Travel_Rarely,42,703,4960,59520,Sales,14,4,Marketing,4,Male,3,2,1,2,No,12,3,4,80,0,20,2,3,7,7,1,7
534,40,Married,Sales Executive,No,Travel_Frequently,48,580,10475,125700,Sales,5,4,Life Sciences,4,Male,2,3,1,5,Yes,21,4,3,80,1,20,2,3,18,13,1,12
535,53,Married,Research Director,No,Travel_Rarely,59,970,14814,177768,Research & Development,7,3,Life Sciences,3,Male,4,4,3,3,No,19,3,3,80,0,32,3,3,5,1,1,3
536,41,Divorced,Manager,No,Travel_Rarely,73,427,19141,229692,Human Resources,10,4,Human Resources,2,Male,2,5,4,3,No,15,3,2,80,3,23,2,2,21,6,12,6
537,60,Single,Sales Executive,No,Travel_Rarely,84,1179,5405,64860,Sales,16,4,Marketing,1,Male,3,2,1,8,No,14,3,4,80,0,10,1,3,2,2,2,2
538,27,Divorced,Manufacturing Director,No,Travel_Frequently,32,294,8793,105516,Research & Development,10,2,Life Sciences,4,Male,3,3,1,1,No,21,4,3,80,2,9,4,2,9,7,1,7
539,41,Married,Manager,No,Travel_Rarely,59,314,19189,230268,Human Resources,1,3,Human Resources,4,Male,2,5,3,1,No,12,3,2,80,1,22,3,3,22,7,2,10
540,50,Married,Sales Representative,No,Travel_Rarely,54,316,3875,46500,Sales,8,4,Marketing,4,Male,3,1,2,7,No,15,3,4,80,1,4,2,3,2,2,2,2
541,28,Single,Research Scientist,Yes,Travel_Rarely,67,654,2216,26592,Research & Development,1,2,Life Sciences,1,Female,1,1,2,7,Yes,13,3,4,80,0,10,4,3,7,7,3,7
542,36,Married,Research Director,No,Non-Travel,63,427,11713,140556,Research & Development,8,3,Life Sciences,1,Female,4,3,1,9,No,14,3,1,80,1,10,2,3,8,7,0,5
543,38,Single,Manufacturing Director,No,Travel_Rarely,81,168,7861,94332,Research & Development,1,3,Life Sciences,3,Female,3,3,3,4,Yes,14,3,4,80,0,10,4,4,1,0,0,0
544,44,Single,Laboratory Technician,No,Non-Travel,49,381,3708,44496,Research & Development,24,3,Medical,1,Male,1,1,3,2,No,14,3,3,80,0,9,5,3,5,2,1,4
545,47,Divorced,Sales Executive,No,Travel_Frequently,49,217,13770,165240,Sales,3,3,Medical,4,Female,3,4,3,9,Yes,12,3,4,80,2,28,2,2,22,2,11,13
546,30,Divorced,Sales Executive,No,Travel_Rarely,99,501,5304,63648,Sales,27,5,Marketing,3,Male,3,2,4,7,No,23,4,4,80,1,10,2,2,8,7,7,7
547,29,Single,Sales Representative,No,Travel_Rarely,99,1396,2642,31704,Sales,10,3,Life Sciences,3,Male,3,1,3,1,No,11,3,3,80,0,1,6,3,1,0,0,0
548,42,Divorced,Research Scientist,Yes,Travel_Frequently,57,933,2759,33108,Research & Development,19,3,Medical,3,Male,4,1,3,6,Yes,12,3,4,80,0,7,2,3,2,2,2,2
549,43,Married,Sales Executive,No,Travel_Frequently,47,775,6804,81648,Sales,15,3,Life Sciences,4,Male,2,2,4,3,No,18,3,3,80,1,7,5,3,2,2,2,2
550,34,Single,Healthcare Representative,No,Travel_Rarely,96,970,6142,73704,Research & Development,8,2,Medical,2,Female,3,2,3,3,No,11,3,4,80,0,10,2,3,5,1,4,3
551,23,Married,Laboratory Technician,No,Travel_Rarely,37,650,2500,30000,Research & Development,9,1,Medical,2,Male,3,1,1,1,No,14,3,4,80,1,5,2,4,4,3,0,2
552,39,Married,Human Resources,No,Travel_Rarely,44,141,6389,76668,Human Resources,3,3,Human Resources,3,Female,4,2,2,9,No,15,3,3,80,1,12,3,1,8,3,3,6
553,56,Married,Healthcare Representative,No,Travel_Rarely,81,832,11103,133236,Research & Development,9,3,Medical,3,Male,3,4,4,7,No,11,3,3,80,0,30,1,2,10,7,1,1
554,40,Single,Research Scientist,No,Travel_Rarely,86,804,2342,28104,Research & Development,2,1,Medical,4,Female,2,1,4,0,Yes,20,4,4,80,0,5,2,2,4,2,2,3
555,27,Single,Healthcare Representative,No,Travel_Rarely,55,975,6811,81732,Research & Development,7,3,Medical,4,Female,2,2,1,8,No,19,3,1,80,0,9,2,1,7,6,0,7
556,29,Divorced,Sales Representative,No,Travel_Rarely,83,1090,2297,27564,Sales,10,3,Marketing,4,Male,3,1,2,1,No,14,3,4,80,2,2,2,3,2,2,2,2
557,53,Single,Laboratory Technician,No,Travel_Rarely,86,346,2450,29400,Research & Development,6,3,Life Sciences,4,Male,3,2,4,2,No,17,3,4,80,0,19,4,3,2,2,2,2
558,35,Divorced,Healthcare Representative,No,Non-Travel,61,1225,5093,61116,Research & Development,2,4,Life Sciences,4,Female,3,2,1,2,No,11,3,1,80,1,16,2,4,1,0,0,0
559,32,Married,Laboratory Technician,No,Travel_Frequently,80,430,5309,63708,Research & Development,24,4,Life Sciences,1,Male,3,2,4,1,No,15,3,4,80,2,10,2,3,10,8,4,7
560,38,Married,Research Scientist,No,Travel_Rarely,92,268,3057,36684,Research & Development,2,5,Medical,4,Male,3,1,3,6,Yes,13,3,2,80,1,6,0,1,1,0,0,1
561,34,Divorced,Manufacturing Director,No,Travel_Rarely,32,167,5121,61452,Research & Development,8,5,Life Sciences,2,Female,3,2,1,3,No,14,3,3,80,1,7,3,3,0,0,0,0
562,52,Married,Manager,No,Travel_Rarely,31,621,16856,202272,Sales,3,4,Marketing,3,Male,2,4,1,1,No,11,3,1,80,0,34,3,4,34,6,1,16
563,33,Single,Research Scientist,Yes,Travel_Rarely,63,527,2686,32232,Research & Development,1,4,Other,4,Male,3,1,4,1,Yes,13,3,3,80,0,10,2,2,10,9,7,8
564,25,Single,Sales Executive,No,Travel_Rarely,32,883,6180,74160,Sales,26,1,Medical,3,Female,3,2,4,1,No,23,4,2,80,0,6,5,2,6,5,1,4
565,45,Single,Sales Representative,No,Travel_Rarely,46,954,6632,79584,Sales,2,2,Technical Degree,2,Male,1,2,3,0,No,13,3,1,80,0,9,3,3,8,7,3,1
566,23,Single,Research Scientist,No,Travel_Rarely,79,310,3505,42060,Research & Development,10,1,Medical,1,Male,4,1,3,1,No,18,3,4,80,0,2,3,3,2,2,0,2
567,47,Single,Sales Executive,Yes,Travel_Frequently,77,719,6397,76764,Sales,27,2,Life Sciences,2,Female,4,2,3,4,Yes,12,3,4,80,0,8,2,3,5,4,1,3
568,34,Single,Sales Executive,No,Travel_Rarely,60,304,6274,75288,Sales,2,3,Other,4,Male,3,2,4,1,No,22,4,3,80,0,6,5,3,6,5,1,4
569,55,Married,Manager,Yes,Travel_Rarely,78,725,19859,238308,Research & Development,2,3,Medical,4,Male,3,5,1,5,Yes,13,3,4,80,1,24,2,3,5,2,1,4
570,36,Single,Sales Executive,No,Non-Travel,76,1434,7587,91044,Sales,8,4,Life Sciences,1,Male,2,3,1,1,No,15,3,2,80,0,10,1,3,10,7,0,9
571,52,Married,Research Scientist,No,Non-Travel,41,715,4258,51096,Research & Development,19,4,Medical,4,Male,3,1,4,0,No,18,3,1,80,1,5,3,3,4,3,1,2
572,26,Divorced,Laboratory Technician,No,Travel_Frequently,71,575,4364,52368,Research & Development,1,2,Life Sciences,1,Female,1,1,4,3,No,14,3,1,80,1,5,2,3,2,2,2,0
573,29,Married,Healthcare Representative,No,Travel_Rarely,66,657,4335,52020,Research & Development,27,3,Medical,2,Female,3,2,3,4,No,12,3,1,80,1,11,3,2,8,7,1,1
574,26,Single,Sales Executive,Yes,Travel_Rarely,38,1146,5326,63912,Sales,8,3,Technical Degree,4,Male,2,2,1,6,No,17,3,3,80,0,6,2,2,4,3,1,2
575,34,Single,Research Scientist,No,Travel_Rarely,72,182,3280,39360,Research & Development,1,4,Life Sciences,2,Female,4,1,4,2,No,16,3,3,80,0,10,2,3,4,2,1,3
576,54,Divorced,Manufacturing Director,No,Travel_Rarely,95,376,5485,65820,Research & Development,19,4,Medical,4,Female,3,2,1,9,Yes,11,3,2,80,2,9,4,3,5,3,1,4
577,27,Married,Sales Executive,No,Travel_Frequently,84,829,4342,52104,Sales,8,1,Marketing,3,Male,3,2,4,0,No,19,3,2,80,1,5,3,3,4,2,1,1
578,37,Divorced,Research Scientist,No,Travel_Rarely,82,571,2782,33384,Research & Development,10,1,Life Sciences,4,Female,3,1,1,0,Yes,13,3,2,80,2,6,3,2,5,3,4,3
579,38,Single,Manufacturing Director,No,Travel_Frequently,75,240,5980,71760,Research & Development,2,4,Life Sciences,1,Female,4,2,1,6,Yes,12,3,4,80,0,17,2,3,15,7,4,12
580,34,Single,Research Scientist,No,Travel_Rarely,86,121,4381,52572,Research & Development,2,4,Medical,3,Female,2,1,1,1,No,11,3,3,80,0,6,3,3,6,5,1,3
581,35,Married,Sales Representative,No,Travel_Rarely,72,384,2572,30864,Sales,8,4,Life Sciences,1,Female,3,1,4,1,No,16,3,2,80,1,3,1,2,3,2,0,2
582,30,Married,Laboratory Technician,No,Travel_Rarely,38,921,3833,45996,Research & Development,1,3,Life Sciences,4,Male,1,1,3,3,No,21,4,3,80,2,7,2,3,2,2,0,2
583,40,Married,Healthcare Representative,No,Travel_Frequently,38,791,4244,50928,Research & Development,2,2,Medical,3,Female,4,2,2,1,No,24,4,4,80,1,8,2,3,8,7,3,7
584,34,Married,Sales Executive,No,Travel_Rarely,93,1111,6500,78000,Sales,8,2,Life Sciences,3,Female,3,2,1,5,No,17,3,2,80,1,6,1,3,3,2,1,2
585,42,Divorced,Manager,No,Travel_Frequently,66,570,18430,221160,Research & Development,8,3,Life Sciences,2,Male,3,5,4,1,No,13,3,2,80,1,24,4,2,24,7,14,9
586,23,Married,Laboratory Technician,Yes,Travel_Rarely,63,1243,1601,19212,Research & Development,6,3,Life Sciences,3,Male,4,1,1,1,Yes,21,4,3,80,2,1,2,3,0,0,0,0
587,24,Divorced,Laboratory Technician,No,Non-Travel,60,1092,2694,32328,Research & Development,9,3,Life Sciences,3,Male,2,1,2,1,No,11,3,3,80,3,1,4,3,1,0,0,0
588,52,Married,Laboratory Technician,No,Travel_Rarely,82,1325,3149,37788,Research & Development,11,4,Life Sciences,4,Female,3,2,3,8,No,20,4,2,80,1,9,3,3,5,2,1,4
589,50,Married,Research Director,No,Travel_Rarely,64,691,17639,211668,Research & Development,2,3,Medical,3,Male,3,4,3,5,No,16,3,4,80,0,30,3,3,4,3,0,3
590,29,Married,Laboratory Technician,Yes,Travel_Rarely,36,805,2319,27828,Research & Development,1,2,Life Sciences,2,Female,2,1,1,1,Yes,11,3,4,80,1,1,1,3,1,0,0,0
591,33,Married,Research Director,No,Travel_Rarely,49,213,11691,140292,Research & Development,7,3,Medical,3,Male,3,3,3,0,No,11,3,4,80,0,14,3,4,13,9,3,7
592,33,Single,Sales Executive,Yes,Travel_Rarely,69,118,5324,63888,Sales,16,3,Marketing,1,Female,3,2,1,5,No,15,3,3,80,0,6,3,3,3,2,0,2
593,47,Married,Manager,No,Travel_Rarely,33,202,16752,201024,Research & Development,2,2,Other,3,Female,3,4,4,1,Yes,11,3,3,80,1,26,3,2,26,14,3,0
594,36,Married,Manufacturing Director,No,Travel_Rarely,35,676,5228,62736,Research & Development,1,3,Other,3,Female,3,2,2,0,No,15,3,1,80,1,10,2,3,9,7,0,5
595,29,Married,Research Scientist,No,Travel_Rarely,81,1252,2700,32400,Research & Development,23,2,Life Sciences,3,Male,4,1,3,1,No,24,4,3,80,1,10,3,3,10,7,0,7
596,58,Single,Research Director,Yes,Travel_Rarely,31,286,19246,230952,Research & Development,2,4,Life Sciences,4,Male,3,5,2,7,Yes,12,3,4,80,0,40,2,3,31,15,13,8
597,35,Single,Research Scientist,No,Travel_Rarely,40,1258,2506,30072,Research & Development,1,4,Life Sciences,4,Female,4,1,3,3,No,13,3,3,80,0,7,0,3,2,2,2,2
598,42,Married,Manufacturing Director,No,Travel_Rarely,43,932,6062,72744,Research & Development,1,2,Life Sciences,4,Female,2,2,4,9,Yes,13,3,4,80,1,8,4,3,4,3,0,2
599,28,Single,Research Scientist,Yes,Travel_Rarely,46,890,4382,52584,Research & Development,2,4,Medical,3,Male,3,1,3,6,No,17,3,4,80,0,5,3,2,2,2,2,1
600,36,Married,Human Resources,No,Travel_Rarely,36,1041,2143,25716,Human Resources,13,3,Human Resources,3,Male,3,1,2,4,No,13,3,2,80,1,8,2,3,5,2,0,4
601,32,Married,Manufacturing Director,No,Travel_Rarely,98,859,6162,73944,Research & Development,4,3,Life Sciences,3,Female,2,2,3,1,No,12,3,3,80,1,14,3,3,14,13,6,8
602,40,Single,Laboratory Technician,No,Travel_Frequently,51,720,5094,61128,Research & Development,16,4,Medical,1,Male,2,2,3,6,No,14,3,4,80,0,10,6,3,1,0,0,0
603,30,Single,Manufacturing Director,No,Travel_Rarely,52,946,6877,82524,Research & Development,2,3,Medical,3,Female,2,2,4,5,Yes,24,4,2,80,0,12,4,2,0,0,0,0
604,45,Single,Research Scientist,No,Travel_Rarely,95,252,2274,27288,Research & Development,2,3,Life Sciences,2,Female,2,1,3,1,No,14,3,4,80,0,1,3,3,1,0,0,0
605,42,Married,Manufacturing Director,No,Travel_Rarely,98,933,4434,53208,Research & Development,29,3,Life Sciences,2,Male,3,2,2,1,No,13,3,4,80,1,10,3,2,9,8,7,8
606,38,Divorced,Healthcare Representative,No,Travel_Frequently,45,471,6288,75456,Research & Development,12,3,Life Sciences,1,Male,2,2,1,2,No,15,3,3,80,1,13,3,2,4,3,1,2
607,34,Single,Research Scientist,No,Travel_Frequently,100,702,2553,30636,Research & Development,16,4,Life Sciences,3,Female,2,1,4,1,No,16,3,3,80,0,6,3,3,5,2,1,3
608,49,Married,Sales Executive,Yes,Travel_Rarely,43,1184,7654,91848,Sales,11,3,Marketing,3,Female,3,3,4,1,No,18,3,1,80,2,9,3,4,9,8,7,7
609,55,Single,Sales Executive,Yes,Travel_Rarely,37,436,5160,61920,Sales,2,1,Medical,3,Male,3,2,4,4,No,16,3,3,80,0,12,3,2,9,7,7,3
610,43,Married,Research Director,No,Travel_Rarely,94,589,17159,205908,Research & Development,14,2,Life Sciences,2,Male,3,4,1,6,No,24,4,3,80,1,22,3,3,4,1,1,0
611,27,Divorced,Research Director,No,Travel_Rarely,42,269,12808,153696,Research & Development,5,1,Technical Degree,3,Male,2,3,4,1,Yes,16,3,2,80,1,9,3,3,9,8,0,8
612,35,Single,Manufacturing Director,No,Travel_Rarely,59,950,10221,122652,Research & Development,7,3,Other,3,Male,3,3,3,3,No,21,4,2,80,0,17,3,4,8,5,1,6
613,28,Married,Sales Executive,No,Travel_Rarely,81,760,4779,57348,Sales,2,4,Marketing,2,Female,3,2,2,1,Yes,20,4,1,80,0,8,2,3,8,7,7,5
614,34,Married,Human Resources,No,Travel_Rarely,88,829,3737,44844,Human Resources,3,2,Human Resources,3,Male,3,1,4,0,No,19,3,3,80,1,4,1,1,3,2,0,2
615,26,Married,Research Scientist,Yes,Travel_Frequently,88,887,2366,28392,Research & Development,5,2,Medical,3,Female,2,1,3,1,Yes,14,3,1,80,1,8,2,3,8,7,1,7
616,27,Married,Research Scientist,No,Non-Travel,50,443,1706,20472,Research & Development,3,3,Medical,4,Male,3,1,4,1,No,11,3,3,80,3,0,6,2,0,0,0,0
617,51,Married,Manager,No,Travel_Rarely,66,1318,16307,195684,Sales,26,4,Marketing,1,Female,3,4,3,2,No,14,3,3,80,1,29,2,2,20,6,4,17
618,44,Single,Healthcare Representative,No,Travel_Rarely,50,625,5933,71196,Research & Development,4,3,Medical,4,Male,3,2,2,9,No,12,3,4,80,0,10,2,2,5,2,2,3
619,25,Single,Research Scientist,No,Travel_Rarely,65,180,3424,41088,Research & Development,2,1,Medical,1,Male,4,1,1,7,No,13,3,3,80,0,6,3,2,4,3,0,1
620,33,Divorced,Sales Executive,No,Travel_Rarely,48,586,4037,48444,Sales,1,3,Medical,1,Male,4,2,1,1,No,22,4,1,80,1,9,5,3,9,8,0,8
621,35,Single,Research Scientist,No,Travel_Rarely,53,1343,2559,30708,Research & Development,27,1,Medical,3,Female,2,1,1,1,No,11,3,4,80,0,6,3,2,6,5,1,1
622,36,Married,Sales Executive,No,Travel_Rarely,56,928,6201,74412,Sales,1,2,Life Sciences,2,Male,3,2,4,1,Yes,14,3,4,80,1,18,1,2,18,14,4,11
623,32,Divorced,Sales Executive,No,Travel_Rarely,73,117,4403,52836,Sales,13,4,Life Sciences,2,Male,3,2,4,2,No,11,3,3,80,1,8,3,2,5,2,0,3
624,30,Divorced,Research Scientist,No,Travel_Frequently,75,1012,3761,45132,Research & Development,5,4,Life Sciences,2,Male,2,1,4,9,No,12,3,2,80,1,10,3,2,5,4,0,3
625,53,Married,Sales Executive,No,Travel_Rarely,78,661,10934,131208,Sales,7,2,Marketing,1,Female,2,3,4,7,Yes,18,3,4,80,1,35,3,3,5,2,0,4
626,45,Divorced,Sales Executive,No,Travel_Rarely,74,930,10761,129132,Sales,9,3,Marketing,4,Male,3,3,1,4,Yes,12,3,3,80,1,18,2,3,5,4,0,2
627,32,Married,Research Scientist,No,Travel_Rarely,91,638,5175,62100,Research & Development,8,2,Medical,3,Female,4,2,3,5,No,12,3,3,80,1,9,3,2,5,3,1,3
628,52,Married,Manufacturing Director,No,Travel_Frequently,81,890,13826,165912,Research & Development,25,4,Medical,3,Female,2,4,4,3,No,22,4,3,80,0,31,3,3,9,8,0,0
629,37,Divorced,Sales Executive,No,Travel_Rarely,66,342,6334,76008,Sales,16,4,Marketing,4,Male,2,2,3,4,No,19,3,4,80,2,9,2,3,1,0,0,0
630,28,Divorced,Human Resources,No,Travel_Rarely,63,1169,4936,59232,Human Resources,8,2,Medical,2,Male,2,1,4,1,No,13,3,4,80,1,6,6,3,5,1,0,4
631,22,Married,Manufacturing Director,No,Travel_Rarely,33,1230,4775,57300,Research & Development,1,2,Life Sciences,4,Male,2,2,4,6,No,22,4,1,80,2,4,2,1,2,2,2,2
632,44,Married,Laboratory Technician,No,Travel_Rarely,62,986,2818,33816,Research & Development,8,4,Life Sciences,1,Male,4,1,4,2,Yes,24,4,3,80,1,10,2,2,3,2,0,2
633,42,Single,Research Scientist,No,Travel_Frequently,35,1271,2515,30180,Research & Development,2,1,Medical,2,Male,3,1,4,5,Yes,14,3,4,80,0,8,2,3,2,1,2,2
634,36,Married,Human Resources,No,Travel_Rarely,77,1278,2342,28104,Human Resources,8,3,Life Sciences,1,Male,2,1,1,0,No,21,4,3,80,0,6,3,3,5,4,0,3
635,25,Married,Sales Executive,No,Travel_Rarely,98,141,4194,50328,Sales,3,1,Other,3,Male,3,2,1,1,Yes,18,3,4,80,0,5,3,3,5,3,0,3
636,35,Married,Manufacturing Director,No,Travel_Rarely,66,607,10685,128220,Research & Development,9,3,Life Sciences,4,Female,2,3,3,1,Yes,20,4,2,80,1,17,2,3,17,14,5,15
637,35,Divorced,Research Scientist,Yes,Travel_Frequently,96,130,2022,24264,Research & Development,25,4,Life Sciences,4,Female,3,1,2,1,Yes,19,3,1,80,1,10,3,2,10,2,7,8
638,32,Divorced,Laboratory Technician,No,Non-Travel,61,300,2314,27768,Research & Development,1,3,Life Sciences,4,Male,3,1,4,0,No,12,3,2,80,1,4,2,3,3,0,0,2
639,25,Married,Sales Executive,No,Travel_Rarely,87,583,4256,51072,Sales,4,1,Marketing,3,Male,2,2,1,1,No,12,3,1,80,0,5,1,4,5,2,0,3
640,49,Married,Research Scientist,No,Travel_Rarely,36,1418,3580,42960,Research & Development,1,3,Technical Degree,3,Female,3,1,1,2,No,16,3,2,80,1,7,2,3,4,2,0,2
641,24,Married,Laboratory Technician,No,Non-Travel,46,1269,3162,37944,Research & Development,4,1,Life Sciences,1,Male,2,1,4,0,No,17,3,4,80,0,6,2,2,5,2,3,4
642,32,Married,Sales Executive,No,Travel_Frequently,48,379,6524,78288,Sales,5,2,Life Sciences,2,Male,3,2,2,1,No,14,3,4,80,1,10,3,3,10,8,5,3
643,38,Married,Sales Representative,No,Travel_Rarely,98,395,2899,34788,Sales,9,3,Marketing,2,Male,2,1,2,0,No,19,3,4,80,1,3,3,3,2,2,1,2
644,42,Married,Laboratory Technician,No,Travel_Rarely,95,1265,5231,62772,Research & Development,3,3,Life Sciences,3,Female,4,2,4,2,Yes,13,3,2,80,1,17,1,2,5,3,1,3
645,31,Married,Research Scientist,No,Travel_Rarely,48,1222,2356,28272,Research & Development,11,4,Life Sciences,4,Male,3,1,4,3,Yes,19,3,2,80,1,8,2,3,6,4,0,2
646,29,Divorced,Sales Representative,Yes,Travel_Rarely,48,341,2800,33600,Sales,1,3,Medical,2,Female,2,1,3,6,Yes,19,3,3,80,3,5,3,3,3,2,0,2
647,53,Married,Sales Executive,No,Travel_Rarely,73,868,11836,142032,Sales,8,3,Marketing,1,Male,3,4,4,5,No,14,3,3,80,1,28,3,3,2,0,2,2
648,35,Married,Manufacturing Director,No,Travel_Rarely,78,672,10903,130836,Research & Development,25,3,Technical Degree,4,Male,2,3,2,3,No,16,3,1,80,0,16,2,3,13,10,4,8
649,37,Married,Sales Representative,No,Travel_Frequently,54,1231,2973,35676,Sales,21,2,Medical,3,Female,3,1,4,5,No,15,3,2,80,1,10,3,3,5,4,0,0
650,53,Single,Research Director,No,Travel_Rarely,72,102,14275,171300,Research & Development,23,4,Life Sciences,4,Female,3,4,4,6,No,18,3,3,80,0,33,0,3,12,9,3,8
651,43,Married,Healthcare Representative,No,Travel_Frequently,33,422,5562,66744,Research & Development,1,3,Life Sciences,4,Female,3,2,4,4,No,13,3,2,80,1,12,2,2,5,2,2,2
652,47,Married,Sales Executive,No,Travel_Rarely,35,249,4537,54444,Sales,2,2,Marketing,3,Female,3,2,4,0,Yes,22,4,1,80,1,8,2,3,7,6,7,7
653,37,Single,Sales Executive,No,Non-Travel,32,1252,7642,91704,Sales,19,2,Medical,1,Male,3,3,2,1,Yes,13,3,4,80,0,10,2,3,10,0,0,9
654,50,Divorced,Manager,No,Non-Travel,98,881,17924,215088,Research & Development,2,4,Life Sciences,1,Male,3,4,1,1,No,11,3,4,80,1,31,3,3,31,6,14,7
655,39,Married,Human Resources,No,Travel_Rarely,42,1383,5204,62448,Human Resources,2,3,Life Sciences,4,Female,2,2,4,8,No,11,3,3,80,2,13,2,3,5,4,0,4
656,33,Divorced,Human Resources,No,Travel_Rarely,57,1075,2277,27324,Human Resources,3,2,Human Resources,4,Male,3,1,2,3,Yes,11,3,3,80,1,7,4,4,4,3,0,3
657,32,Single,Laboratory Technician,Yes,Travel_Rarely,87,374,2795,33540,Research & Development,25,4,Life Sciences,1,Male,3,1,4,1,Yes,24,4,3,80,0,1,2,1,1,0,0,1
658,29,Divorced,Laboratory Technician,No,Travel_Rarely,62,1086,2532,30384,Research & Development,7,1,Medical,1,Female,2,1,4,6,No,14,3,3,80,3,8,5,3,4,3,0,3
659,44,Married,Research Scientist,No,Travel_Rarely,61,661,2559,30708,Research & Development,9,2,Life Sciences,2,Male,3,1,1,1,Yes,13,3,4,80,0,8,0,3,8,7,7,1
660,28,Single,Sales Executive,No,Travel_Rarely,98,821,4908,58896,Sales,5,4,Medical,1,Male,3,2,4,1,No,14,3,2,80,0,4,3,3,4,2,0,2
